Text,Topics,Source
" Textual AmendmentsF79Ss. 91, 92 repealed (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(3), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18Commencement InformationI47S. 92 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)I48S. 92 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)93Provision of informationU.K.(1)This section applies if—","['0.108*""art"" + 0.081*""force"" + 0.054*""extent"" + 0.054*""textual"" + 0.054*""act""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)The protection provider must inform the person to whom the arrangements relate of the provisions of this Chapter as they apply in relation to the arrangements.,"['0.130*""arrangements"" + 0.087*""person"" + 0.087*""provisions"" + 0.087*""inform"" + 0.087*""protection""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)If the protection provider considers that the person would be unable to understand the information, by reason of his age or of any incapacity, the information must instead be given to a person who appears to the protection provider—","['0.091*""person"" + 0.091*""protection"" + 0.091*""information"" + 0.061*""provider"" + 0.061*""must""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)If arrangements are made jointly under section 82(1) (by virtue of section 83), the protection providers involved in the arrangements must nominate one of those protection providers to perform the duties imposed by this section.","['0.121*""section"" + 0.091*""arrangements"" + 0.091*""protection"" + 0.091*""providers"" + 0.061*""one""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF80S. 93(1)(b) and preceding word repealed (E.W.S.) (13.5.2014) by Anti-social Behaviour, Crime and Policing Act 2014 (c. 12), ss. 178(4), 185(1) (with s. 178(7)); S.I. 2014/949, art. 3, Sch. para. 18Commencement InformationI49S. 93 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I50S. 93 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)94Interpretation of Chapter 4U.K.(1)This section applies for the purposes of this Chapter.","['0.085*""art"" + 0.064*""chapter"" + 0.064*""force"" + 0.064*""b"" + 0.043*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)“Protection provider” is to be construed in accordance with section 82.,"['0.200*""construed"" + 0.200*""provider"" + 0.200*""accordance"" + 0.200*""protection"" + 0.200*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)A person is a protected person if—,"['0.600*""person"" + 0.400*""protected""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (4)A person is associated with another person if any of the following apply—,"['0.333*""person"" + 0.222*""following"" + 0.222*""another"" + 0.222*""associated""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)A person assumes a new identity if either or both of the following apply—,"['0.167*""either"" + 0.167*""following"" + 0.167*""assumes"" + 0.167*""identity"" + 0.167*""new""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (6)A reference to a person who is a witness in legal proceedings includes a reference to a person who provides any information or any document or other thing which might be used in evidence in those proceedings or which (whether or not admissible as evidence in those proceedings)—,"['0.114*""proceedings"" + 0.086*""evidence"" + 0.086*""reference"" + 0.086*""person"" + 0.057*""document""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" and a reference to a person who might be, or to a person who has been, a witness in legal proceedings is to be construed accordingly.","['0.176*""person"" + 0.118*""proceedings"" + 0.118*""witness"" + 0.118*""construed"" + 0.118*""reference""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (7)A reference to a person who is a witness in legal proceedings does not include a reference to a person who is an accused person in criminal proceedings unless he is a witness for the prosecution and a reference to a person who might be, or to a person who has been, a witness in legal proceedings is to be construed accordingly.","['0.162*""person"" + 0.108*""reference"" + 0.108*""proceedings"" + 0.108*""witness"" + 0.081*""legal""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (8)A reference to a person who is or has been a member of staff of an organisation includes a reference to a person who is or has been seconded to the organisation to serve as a member of its staff.,"['0.143*""organisation"" + 0.143*""reference"" + 0.143*""staff"" + 0.143*""person"" + 0.143*""member""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 F81(9). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,[],Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF81S. 94(9) repealed (S.) (1.4.2007) by Police, Public Order and Criminal Justice (Scotland) Act 2006 (asp 10), s. 104(1), Sch. 6 para. 13(10); S.S.I. 2007/84, art. 3(3) and repealed (E.W.N.I.) by Police, Public Order and Criminal Justice (Scotland) Act 2006 (Consequential Provisions and Modifications) Order 2007 (S.I. 2007/1098), art. 1(3), Sch. para. 6(10)Commencement InformationI51S. 94 in force at 1.4.2006 except to the extent that it extends to S. by S.I. 2005/1521, art. 5(1)I52S. 94 in force at 1.4.2006 for S. by S.S.I. 2006/166, art. 2(1)(b)Chapter 5U.K.International obligations95Enforcement of overseas forfeiture ordersU.K.In section 9 of the Criminal Justice (International Co-operation) Act 1990 (c. 5) (enforcement of overseas forfeiture orders), for subsection (6) (offences to which section applies) substitute—","['0.059*""art"" + 0.047*""order"" + 0.047*""justice"" + 0.047*""act"" + 0.047*""criminal""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 “(6)This section applies to any offence that corresponds to or is similar to—,"['0.200*""applies"" + 0.200*""corresponds"" + 0.200*""similar"" + 0.200*""offence"" + 0.200*""section""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Commencement InformationI53S. 95 in force at 1.7.2005 by S.I. 2005/1521, art. 2(1)(a)F8296Mutual assistance in freezing property or evidenceU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.167*""commencement"" + 0.167*""property"" + 0.167*""freezing"" + 0.167*""art"" + 0.167*""assistance""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF82S. 96 omitted (31.12.2020) by virtue of The Law Enforcement and Security (Amendment) (EU Exit) Regulations 2019 (S.I. 2019/742), regs. 1, 108(2); 2020 c. 1, Sch. 5 para. 1(1)Chapter 6U.K.Proceeds of crime97Confiscation orders by magistrates' courtsE+W+N.I.(1)The Secretary of State may by order make such provision as he considers appropriate for or in connection with enabling confiscation orders under—","['0.055*""orders"" + 0.036*""textual"" + 0.036*""chapter"" + 0.036*""eu"" + 0.036*""magistrates""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 F84(b). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['1.000*""b""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 to be made by magistrates' courts in England and Wales F85....,"['0.200*""wales"" + 0.200*""courts"" + 0.200*""england"" + 0.200*""made"" + 0.200*""magistrates""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" [F86(1ZA)But an order under subsection (1) may not enable such a confiscation order to be made by any magistrates' court in respect of an amount exceeding £10,000.","['0.130*""order"" + 0.087*""amount"" + 0.087*""may"" + 0.087*""respect"" + 0.087*""made""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (1ZB)The Secretary of State may by order amend subsection (1ZA) so as to substitute a different amount.],"['0.111*""order"" + 0.111*""different"" + 0.111*""subsection"" + 0.111*""substitute"" + 0.111*""amount""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F87(1A)The Department of Justice in Northern Ireland may by order make such provision as the Department considers appropriate for or in connection with enabling confiscation orders under Part 4 of the 2002 Act (confiscation: Northern Ireland) to be made by magistrates’ courts in Northern Ireland.],"['0.091*""ireland"" + 0.091*""northern"" + 0.068*""confiscation"" + 0.068*""department"" + 0.045*""make""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)But an order under subsection F88... [F89(1A)] may not enable such a confiscation order to be made by any magistrates' court in respect of an amount exceeding £10,000.","['0.130*""order"" + 0.087*""made"" + 0.087*""court"" + 0.087*""confiscation"" + 0.087*""enable""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 [F90(2A)The Department of Justice may by order amend subsection (2) so as to substitute a different amount.],"['0.111*""substitute"" + 0.111*""department"" + 0.111*""amount"" + 0.111*""order"" + 0.111*""amend""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (3)An order under subsection (1) [F89or (1A)] may amend, repeal, revoke or otherwise modify any provision of Part 2 or 4 of the 2002 Act [F91(as the case may be)] or any other enactment relating to, or to things done under or for the purposes of, [F92that Part (or any provision of that Part)].","['0.105*""part"" + 0.079*""may"" + 0.079*""provision"" + 0.053*""repeal"" + 0.053*""case""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" Textual AmendmentsF83Word in s. 97(1) omitted (12.4.2010) by virtue of The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(2)(a) (with arts. 28-31)F84S. 97(1)(b) omitted (12.4.2010) by virtue of The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(2)(b) (with arts. 28-31)F85Words in s. 97(1) omitted (12.4.2010) by virtue of The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(2)(c) (with arts. 28-31)F86S. 97(1ZA)(1ZB) inserted (1.6.2015) by Serious Crime Act 2015 (c. 9), ss. 40(2), 88(1); S.I. 2015/820, reg. 3(m)F87S. 97(1A) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(3) (with arts. 28-31)F88Words in s. 97(2) omitted (1.6.2015) by virtue of Serious Crime Act 2015 (c. 9), ss. 40(3), 88(1); S.I. 2015/820, reg. 3(m)F89Words in s. 97(2)(3) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(4) (with arts. 28-31)F90S. 97(2A) inserted (1.6.2015) by Serious Crime Act 2015 (c. 9), ss. 40(4), 88(1); S.I. 2015/820, reg. 3(m)F91Words in s. 97(3) inserted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(5)(a) (with arts. 28-31)F92Words in s. 97(3) substituted (12.4.2010) by The Northern Ireland Act 1998 (Devolution of Policing and Justice Functions) Order 2010 (S.I. 2010/976), art. 1(2), Sch. 15 para. 23(5)(b) (with arts. 28-31)Commencement InformationI54S. 97 in force at 1.7.2005 by S.I. 2005/1521, art. 3(1)(a)98Civil recovery: freezing ordersU.K.(1)In the Proceeds of Crime Act 2002 (c. 29), after section 245 insert—","['0.077*""act"" + 0.058*""art"" + 0.051*""functions"" + 0.051*""northern"" + 0.051*""arts""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" “Property freezing orders (England and Wales and Northern Ireland)U.K.245AApplication for property freezing order(1)Where the enforcement authority may take proceedings for a recovery order in the High Court, the authority may apply to the court for a property freezing order (whether before or after starting the proceedings).","['0.083*""freezing"" + 0.083*""property"" + 0.083*""order"" + 0.062*""authority"" + 0.062*""proceedings""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (2)A property freezing order is an order that—,"['0.429*""order"" + 0.286*""property"" + 0.286*""freezing""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (3)An application for a property freezing order may be made without notice if the circumstances are such that notice of the application would prejudice any right of the enforcement authority to obtain a recovery order in respect of any property.,"['0.079*""property"" + 0.079*""order"" + 0.079*""application"" + 0.079*""notice"" + 0.053*""recovery""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (4)The court may make a property freezing order on an application if it is satisfied that the condition in subsection (5) is met and, where applicable, that the condition in subsection (6) is met.","['0.111*""condition"" + 0.111*""met"" + 0.111*""subsection"" + 0.074*""freezing"" + 0.074*""court""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 (5)The first condition is that there is a good arguable case—,"['0.250*""arguable"" + 0.250*""good"" + 0.250*""condition"" + 0.250*""first""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (6)The second condition is that, if—","['0.500*""condition"" + 0.500*""second""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 the authority has taken all reasonable steps to do so.,"['0.250*""reasonable"" + 0.250*""authority"" + 0.250*""steps"" + 0.250*""taken""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
 245BVariation and setting aside of order(1)The court may at any time vary or set aside a property freezing order.,"['0.136*""order"" + 0.136*""aside"" + 0.091*""setting"" + 0.091*""set"" + 0.091*""time""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
" (2)If the court makes an interim receiving order that applies to all of the property to which a property freezing order applies, it must set aside the property freezing order.","['0.143*""property"" + 0.143*""order"" + 0.107*""applies"" + 0.107*""freezing"" + 0.071*""makes""']",Serious Organised Crime and Police Act 2005 (c. 15).csv
